2000,-0.140556,0
2001,-0.110218,0
2002,-0.0794483,0
2003,-0.048366,0
2004,-0.0170938,0
2005,0.0142457,0
2006,0.0455291,0
2007,0.0766337,0
2008,0.107437,0
2009,0.137819,0
2010,0.167659,0
2011,0.19684,0
2012,0.225248,0
2013,0.252771,0
2014,0.279301,0
2015,0.304734,0
2016,0.328969,0
2017,0.351912,0
2018,0.373473,0
2019,0.393566,0
2020,0.412114,0
2021,0.429042,0
2022,0.444284,0
2023,0.457781,0
2024,0.46948,0
2025,0.479334,0
2026,0.487305,0
2027,0.493362,0
2028,0.49748,0
2029,0.499644,0
2030,0.499845,0
2031,0.498082,0
2032,0.494362,0
2033,0.4887,0
2034,0.481119,0
2035,0.471647,0
2036,0.460322,0
2037,0.447189,0
2038,0.432299,0
2039,0.41571,0
2040,0.397488,0
2041,0.377705,0
2042,0.356438,0
2043,0.33377,0
2044,0.309792,0
2045,0.284596,0
2046,0.258282,0
2047,0.230953,0
2048,0.202717,0
2049,0.173685,0
2050,0.14397,0
2051,0.11369,0
2052,0.0829629,0
2053,0.05191,0
2054,0.0206531,0
2055,-0.0106849,0
2056,-0.0419809,0
2057,-0.073112,0
2058,-0.103956,0
2059,-0.134391,0
2060,-0.164299,0
2061,-0.193561,0
2062,-0.222062,0
2063,-0.249691,0
2064,-0.27634,0
2065,-0.301902,0
2066,-0.326279,0
2067,-0.349373,0
2068,-0.371095,0
2069,-0.39136,0
2070,-0.410086,0
2071,-0.427202,0
2072,-0.442639,0
2073,-0.456337,0
2074,-0.468242,0
2075,-0.478308,0
2076,-0.486495,0
2077,-0.49277,0
2078,-0.49711,0
2079,-0.499497,0
2080,-0.499921,0
2081,-0.498381,0
2082,-0.494883,0
2083,-0.489441,0
2084,-0.482076,0
2085,-0.472817,0
2086,-0.461701,0
2087,-0.448771,0
2088,-0.434077,0
2089,-0.417679,0
2090,-0.399639,0
2091,-0.380029,0
2092,-0.358927,0
2093,-0.336414,0
2094,-0.31258,0
2095,-0.287517,0
2096,-0.261325,0
2097,-0.234107,0
2098,-0.205968,0
2099,-0.177021,0
2100,-0.147378,0
2101,-0.117156,0
2102,-0.0864733,0
2103,-0.0554513,0
2104,-0.0242114,0
2105,0.00712355,0
2106,0.0384305,0
2107,0.0695866,0
2108,0.100469,0
2109,0.130957,0
2110,0.160931,0
2111,0.190272,0
2112,0.218865,0.0313242
2113,0.246599,0.0625253
2114,0.273364,0.0934807
2115,0.299055,0.124069
2116,0.323571,0.15417
2117,0.346816,0.183665
2118,0.368699,0.212438
2119,0.389133,0.240377
2120,0.408038,0.267372
2121,0.42534,0.293316
2122,0.440971,0.318108
2123,0.45487,0.34165
2124,0.466981,0.36385
2125,0.477258,0.38462
2126,0.48566,0.403879
2127,0.492154,0.421552
2128,0.496715,0.437569
2129,0.499324,0.451866
2130,0.499971,0.464388
2131,0.498655,0.475086
2132,0.495379,0.483917
2133,0.490157,0.490848
2134,0.483009,0.495849
2135,0.473964,0.498903
2136,0.463056,0.499997
2137,0.45033,0.499126
2138,0.435834,0.496295
2139,0.419626,0.491513
2140,0.401769,0.484801
2141,0.382334,0.476184
2142,0.361397,0.465697
2143,0.339041,0.453379
2144,0.315352,0.439281
2145,0.290424,0.423457
2146,0.264355,0.405969
2147,0.237248,0.386886
2148,0.209209,0.366284
2149,0.180347,0.344242
2150,0.150777,0.320848
2151,0.120615,0.296193
2152,0.0899793,0.270375
2153,0.0589898,0.243494
2154,0.0277685,0.215657
2155,-0.00356187,0.186973
2156,-0.0348782,0.157554
2157,-0.0660576,0.127516
2158,-0.0969774,0.0969774
2159,-0.127516,0.0660576
2160,-0.157554,0.0348782
2161,-0.186973,0.00356187
2162,-0.215657,-0.0277685
2163,-0.243494,-0.0589898
2164,-0.270375,-0.0899793
2165,-0.296193,-0.120615
2166,-0.320848,-0.150777
2167,-0.344242,-0.180347
2168,-0.366284,-0.209209
2169,-0.386886,-0.237248
2170,-0.405969,-0.264355
2171,-0.423457,-0.290424
2172,-0.439281,-0.315352
2173,-0.453379,-0.339041
2174,-0.465697,-0.361397
2175,-0.476184,-0.382334
2176,-0.484801,-0.401769
2177,-0.491513,-0.419626
2178,-0.496295,-0.435834
2179,-0.499126,-0.45033
2180,-0.499997,-0.463056
2181,-0.498903,-0.473964
2182,-0.495849,-0.483009
2183,-0.490848,-0.490157
2184,-0.483917,-0.495379
2185,-0.475086,-0.498655
2186,-0.464388,-0.499971
2187,-0.451866,-0.499324
2188,-0.437569,-0.496715
2189,-0.421552,-0.492154
2190,-0.403879,-0.48566
2191,-0.38462,-0.477258
2192,-0.36385,-0.466981
2193,-0.34165,-0.45487
2194,-0.318108,-0.440971
2195,-0.293316,-0.42534
2196,-0.267372,-0.408038
2197,-0.240377,-0.389133
2198,-0.212438,-0.368699
2199,-0.183665,-0.346816
